order_id,site,customer_type,order_date,project_cluster,basket_size,order_value_gbp,funnel_stage_reached
ORD-8428,Site-139,Landscaping Contractor,2026-07-09,Demolition,2,3436.59,Returned / Completed
ORD-8429,Site-016,Landscaping Contractor,2026-02-26,Demolition,2,1407.77,Quote Approved
ORD-8430,Site-009,Facilities Management,2025-09-30,Landscaping,3,3677.03,Returned / Completed
ORD-8431,Site-078,Demolition Specialist,2025-12-05,Landscaping,2,1302.37,Returned / Completed
ORD-8432,Site-135,Groundworks Sub-contractor,2025-09-23,Demolition,3,4498.13,Returned / Completed
ORD-8433,Site-062,Main Contractor,2025-11-04,Groundworks,2,562.45,Returned / Completed
ORD-8434,Site-071,Landscaping Contractor,2025-08-09,Demolition,2,3779.5,Returned / Completed
ORD-8435,Site-048,Groundworks Sub-contractor,2025-08-11,Groundworks,2,2179.23,Returned / Completed
ORD-8436,Site-161,Self-Employed Trade,2025-08-18,Demolition,4,4874.52,Quote Requested
ORD-8437,Site-175,Self-Employed Trade,2025-08-02,Groundworks,3,1634.16,Returned / Completed
ORD-8438,Site-070,Facilities Management,2026-03-17,Finishing,3,4376.15,Dispatched
ORD-8439,Site-061,Facilities Management,2026-03-23,Fixing,3,4862.54,Returned / Completed
ORD-8440,Site-002,Facilities Management,2025-08-25,Demolition,2,1332.98,Quote Requested
ORD-8441,Site-150,Main Contractor,2025-07-20,Fixing,3,4634.32,Returned / Completed
ORD-8442,Site-081,Self-Employed Trade,2025-11-08,Finishing,2,3722.5,Quote Approved
ORD-8443,Site-133,M&E Contractor,2026-06-15,Demolition,2,2944.6,Returned / Completed
ORD-8444,Site-170,Landscaping Contractor,2026-02-05,Landscaping,3,1727.42,Dispatched
ORD-8445,Site-117,Demolition Specialist,2025-09-13,Fixing,2,2436.87,Returned / Completed
ORD-8446,Site-057,Self-Employed Trade,2026-06-09,Fixing,2,2537.24,Returned / Completed
ORD-8447,Site-101,Landscaping Contractor,2026-07-02,Demolition,1,232.99,Returned / Completed
ORD-8448,Site-050,Demolition Specialist,2025-12-25,Landscaping,2,3005.41,Returned / Completed
ORD-8449,Site-034,Self-Employed Trade,2025-08-17,Landscaping,3,5423.66,Quote Requested
ORD-8450,Site-126,Main Contractor,2026-05-25,Logistics,2,3404.29,Returned / Completed
ORD-8451,Site-108,Self-Employed Trade,2025-07-16,Demolition,2,1124.55,Returned / Completed
ORD-8452,Site-033,Landscaping Contractor,2026-03-28,Landscaping,1,353.39,Returned / Completed
ORD-8453,Site-038,Landscaping Contractor,2026-02-21,Fixing,2,1542.42,Returned / Completed
ORD-8454,Site-145,M&E Contractor,2026-03-12,Fixing,3,2711.27,Returned / Completed
ORD-8455,Site-175,Self-Employed Trade,2026-05-21,Groundworks,2,2925.38,Returned / Completed
ORD-8456,Site-151,M&E Contractor,2025-09-13,Landscaping,1,1901.21,Returned / Completed
ORD-8457,Site-056,M&E Contractor,2026-05-22,Demolition,2,2189.44,Returned / Completed
ORD-8458,Site-059,Self-Employed Trade,2025-10-24,Landscaping,3,5232.17,Returned / Completed
ORD-8459,Site-130,Facilities Management,2026-03-18,Fixing,2,2450.74,Returned / Completed
ORD-8460,Site-088,Landscaping Contractor,2026-02-13,Groundworks,2,3006.13,Quote Approved
ORD-8461,Site-080,Facilities Management,2026-04-20,Fixing,2,1251.72,Returned / Completed
ORD-8462,Site-115,M&E Contractor,2026-04-12,Landscaping,4,5551.37,Returned / Completed
ORD-8463,Site-041,Facilities Management,2026-03-02,Access & Height,2,1761.58,Returned / Completed
ORD-8464,Site-018,M&E Contractor,2025-09-26,Logistics,1,457.03,Returned / Completed
ORD-8465,Site-087,Main Contractor,2025-10-21,Demolition,2,1996.38,Returned / Completed
ORD-8466,Site-145,Groundworks Sub-contractor,2026-01-26,Finishing,1,1809.01,Returned / Completed
ORD-8467,Site-142,Facilities Management,2025-12-14,Fixing,2,2424.79,Returned / Completed
ORD-8468,Site-145,Groundworks Sub-contractor,2025-08-23,Access & Height,3,5587.83,Returned / Completed
ORD-8469,Site-122,Demolition Specialist,2026-02-11,Landscaping,3,3831.54,Returned / Completed
ORD-8470,Site-142,Landscaping Contractor,2026-05-15,Groundworks,3,4217.12,Returned / Completed
ORD-8471,Site-033,Groundworks Sub-contractor,2026-04-25,Finishing,4,6043.73,Returned / Completed
ORD-8472,Site-039,Demolition Specialist,2025-10-01,Access & Height,3,3062.99,Quote Requested
ORD-8473,Site-158,Groundworks Sub-contractor,2025-08-12,Logistics,2,1939.95,Returned / Completed
ORD-8474,Site-066,Groundworks Sub-contractor,2026-03-31,Landscaping,2,2729.86,Dispatched
ORD-8475,Site-024,Self-Employed Trade,2026-04-23,Finishing,1,1155.07,Returned / Completed
ORD-8476,Site-069,Main Contractor,2025-10-12,Groundworks,2,1256.36,On Hire
ORD-8477,Site-103,Main Contractor,2026-01-11,Site Setup,3,2985.87,Returned / Completed
ORD-8478,Site-082,M&E Contractor,2026-01-21,Landscaping,2,2371.52,Returned / Completed
ORD-8479,Site-001,Facilities Management,2025-08-23,Site Setup,2,2842.6,Returned / Completed
ORD-8480,Site-162,Main Contractor,2025-09-27,Finishing,3,4388.75,Returned / Completed
ORD-8481,Site-025,Main Contractor,2026-03-04,Logistics,2,4164.61,Returned / Completed
ORD-8482,Site-063,Facilities Management,2026-04-19,Landscaping,3,2726.55,Returned / Completed
ORD-8483,Site-083,Facilities Management,2026-06-04,Demolition,3,3073.1,Returned / Completed
ORD-8484,Site-160,Main Contractor,2025-09-20,Groundworks,4,3909.29,Returned / Completed
ORD-8485,Site-061,Facilities Management,2025-12-11,Landscaping,3,3939.21,Returned / Completed
ORD-8486,Site-088,Demolition Specialist,2026-01-31,Site Setup,2,533.55,Returned / Completed
ORD-8487,Site-061,Groundworks Sub-contractor,2026-06-23,Access & Height,2,1545.36,Dispatched
ORD-8488,Site-175,Self-Employed Trade,2026-03-15,Logistics,2,2984.08,Returned / Completed
ORD-8489,Site-056,Landscaping Contractor,2025-12-21,Groundworks,4,4185.87,Returned / Completed
ORD-8490,Site-179,Demolition Specialist,2026-03-23,Groundworks,2,1625.04,Returned / Completed
ORD-8491,Site-143,Self-Employed Trade,2026-01-03,Groundworks,5,5965.08,Quote Requested
ORD-8492,Site-174,Facilities Management,2025-09-23,Demolition,2,1082.23,Returned / Completed
ORD-8493,Site-104,Main Contractor,2026-02-13,Landscaping,2,2446.1,Returned / Completed
ORD-8494,Site-175,Facilities Management,2025-11-14,Access & Height,2,2327.52,Returned / Completed
ORD-8495,Site-083,Facilities Management,2026-02-25,Landscaping,2,1249.66,Returned / Completed
ORD-8496,Site-037,Groundworks Sub-contractor,2025-11-07,Logistics,1,957.73,Returned / Completed
ORD-8497,Site-172,Demolition Specialist,2026-06-28,Fixing,2,1364.31,Returned / Completed
ORD-8498,Site-118,Landscaping Contractor,2026-07-09,Site Setup,3,4761.02,Returned / Completed
ORD-8499,Site-154,Facilities Management,2026-04-18,Landscaping,3,4427.78,Quote Requested
ORD-8500,Site-093,Self-Employed Trade,2025-12-21,Finishing,3,2420.83,Quote Requested
ORD-8501,Site-086,Demolition Specialist,2026-01-03,Fixing,2,1753.33,Returned / Completed
ORD-8502,Site-065,Main Contractor,2025-08-16,Landscaping,3,2121.75,Returned / Completed
ORD-8503,Site-104,Facilities Management,2025-08-05,Fixing,1,618.7,Returned / Completed
ORD-8504,Site-129,Demolition Specialist,2026-01-05,Access & Height,3,3474.84,Returned / Completed
ORD-8505,Site-105,Landscaping Contractor,2025-10-28,Logistics,2,2512.34,Returned / Completed
ORD-8506,Site-126,Self-Employed Trade,2025-12-16,Site Setup,4,4039.6,Returned / Completed
ORD-8507,Site-036,Main Contractor,2025-09-17,Finishing,2,1094.5,On Hire
ORD-8508,Site-110,M&E Contractor,2026-02-24,Groundworks,2,3130.05,Returned / Completed
ORD-8509,Site-053,Self-Employed Trade,2025-10-28,Site Setup,4,4470.9,Returned / Completed
ORD-8510,Site-149,Demolition Specialist,2025-08-15,Fixing,1,2110.68,Returned / Completed
ORD-8511,Site-140,Demolition Specialist,2026-05-13,Access & Height,2,1839.61,Returned / Completed
ORD-8512,Site-038,Main Contractor,2026-07-09,Demolition,2,2046.61,Returned / Completed
ORD-8513,Site-008,M&E Contractor,2025-08-19,Demolition,4,5049.55,Returned / Completed
ORD-8514,Site-024,Facilities Management,2026-03-15,Site Setup,3,2205.24,Returned / Completed
ORD-8515,Site-050,Groundworks Sub-contractor,2026-06-01,Landscaping,2,2175.82,Returned / Completed
ORD-8516,Site-009,M&E Contractor,2026-03-09,Landscaping,3,1923.54,Returned / Completed
ORD-8517,Site-031,Facilities Management,2026-03-05,Finishing,3,4776.06,Quote Requested
ORD-8518,Site-031,Landscaping Contractor,2026-04-01,Groundworks,2,3380.83,Returned / Completed
ORD-8519,Site-021,Main Contractor,2026-06-21,Landscaping,4,3826.5,Returned / Completed
ORD-8520,Site-078,Main Contractor,2026-06-28,Fixing,3,5285.7,Returned / Completed
ORD-8521,Site-076,Landscaping Contractor,2026-02-13,Site Setup,2,2570.14,Returned / Completed
ORD-8522,Site-084,Main Contractor,2025-10-23,Fixing,2,2630.68,Returned / Completed
ORD-8523,Site-058,Main Contractor,2026-06-20,Site Setup,3,4287.92,Returned / Completed
ORD-8524,Site-038,Self-Employed Trade,2026-06-06,Fixing,4,4241.17,Returned / Completed
ORD-8525,Site-159,Demolition Specialist,2026-02-15,Access & Height,2,2190.68,Returned / Completed
ORD-8526,Site-146,Groundworks Sub-contractor,2026-04-18,Finishing,1,1156.37,Returned / Completed
ORD-8527,Site-113,Demolition Specialist,2025-09-23,Groundworks,3,3857.55,Returned / Completed
ORD-8528,Site-175,Facilities Management,2025-12-01,Access & Height,3,5377.75,Returned / Completed
ORD-8529,Site-113,Demolition Specialist,2026-06-11,Site Setup,3,2585.27,Returned / Completed
ORD-8530,Site-050,Landscaping Contractor,2025-09-22,Fixing,1,517.69,Dispatched
ORD-8531,Site-099,Facilities Management,2025-12-14,Logistics,2,825.09,Returned / Completed
ORD-8532,Site-078,Landscaping Contractor,2025-09-22,Finishing,3,1792.38,Quote Requested
ORD-8533,Site-179,Self-Employed Trade,2025-07-26,Access & Height,3,4486.38,Returned / Completed
ORD-8534,Site-050,Demolition Specialist,2026-03-07,Landscaping,1,698.87,Returned / Completed
ORD-8535,Site-089,Main Contractor,2026-01-31,Access & Height,2,3273.15,Returned / Completed
ORD-8536,Site-148,M&E Contractor,2025-08-29,Landscaping,2,3753.2,Returned / Completed
ORD-8537,Site-093,Main Contractor,2025-08-18,Landscaping,2,1676.46,Returned / Completed
ORD-8538,Site-015,M&E Contractor,2026-04-29,Logistics,2,1655.15,Returned / Completed
ORD-8539,Site-137,Self-Employed Trade,2026-01-23,Demolition,3,5028.71,Returned / Completed
ORD-8540,Site-139,Landscaping Contractor,2025-09-06,Site Setup,2,2370.02,Quote Approved
ORD-8541,Site-032,Facilities Management,2025-12-02,Logistics,3,2452.06,Returned / Completed
ORD-8542,Site-148,Main Contractor,2026-04-26,Access & Height,3,1965.99,Returned / Completed
ORD-8543,Site-179,M&E Contractor,2025-11-10,Demolition,2,2012.19,Quote Requested
ORD-8544,Site-110,Self-Employed Trade,2025-10-29,Landscaping,2,2270.98,Returned / Completed
ORD-8545,Site-136,M&E Contractor,2025-12-07,Site Setup,2,1924.15,Dispatched
ORD-8546,Site-015,Groundworks Sub-contractor,2025-11-05,Site Setup,4,3704.49,Returned / Completed
ORD-8547,Site-081,Demolition Specialist,2026-03-18,Access & Height,4,6655.87,Quote Requested
ORD-8548,Site-093,Landscaping Contractor,2026-05-10,Landscaping,2,1968.98,Returned / Completed
ORD-8549,Site-069,Self-Employed Trade,2026-06-01,Site Setup,2,2074.07,Returned / Completed
ORD-8550,Site-097,Facilities Management,2026-06-10,Site Setup,3,3739.3,Quote Requested
ORD-8551,Site-145,Landscaping Contractor,2025-09-28,Fixing,4,5670.46,Returned / Completed
ORD-8552,Site-054,Groundworks Sub-contractor,2026-06-08,Groundworks,1,1680.06,Returned / Completed
ORD-8553,Site-004,Groundworks Sub-contractor,2025-08-03,Access & Height,3,2277.9,Returned / Completed
ORD-8554,Site-019,Main Contractor,2025-08-06,Site Setup,2,2220.63,Returned / Completed
ORD-8555,Site-103,Groundworks Sub-contractor,2025-07-18,Groundworks,3,4961.75,Returned / Completed
ORD-8556,Site-124,Demolition Specialist,2026-06-29,Demolition,3,3814.99,Returned / Completed
ORD-8557,Site-037,Facilities Management,2025-11-11,Finishing,2,2400.6,Returned / Completed
ORD-8558,Site-043,Landscaping Contractor,2025-11-17,Fixing,3,1757.76,Returned / Completed
ORD-8559,Site-102,Groundworks Sub-contractor,2025-10-06,Finishing,3,4522.7,Returned / Completed
ORD-8560,Site-148,Self-Employed Trade,2026-01-02,Site Setup,4,5274.88,Returned / Completed
ORD-8561,Site-152,Main Contractor,2026-01-18,Logistics,2,698.12,Quote Requested
ORD-8562,Site-074,Demolition Specialist,2025-07-15,Fixing,3,3623.16,Dispatched
ORD-8563,Site-063,Self-Employed Trade,2025-12-19,Logistics,2,2891.01,Returned / Completed
ORD-8564,Site-124,M&E Contractor,2025-09-01,Site Setup,2,2736.75,Returned / Completed
ORD-8565,Site-103,M&E Contractor,2026-02-13,Groundworks,4,2546.82,Returned / Completed
ORD-8566,Site-179,M&E Contractor,2025-10-28,Access & Height,3,3813.67,Returned / Completed
ORD-8567,Site-123,Groundworks Sub-contractor,2025-07-15,Demolition,3,2991.61,Quote Requested
ORD-8568,Site-034,M&E Contractor,2025-11-06,Demolition,2,2658.16,Returned / Completed
ORD-8569,Site-088,M&E Contractor,2026-02-27,Site Setup,2,2759.81,Returned / Completed
ORD-8570,Site-014,Groundworks Sub-contractor,2025-12-17,Demolition,3,3018.62,Returned / Completed
ORD-8571,Site-117,Groundworks Sub-contractor,2025-08-20,Landscaping,2,2326.35,Returned / Completed
ORD-8572,Site-169,Main Contractor,2026-05-29,Finishing,3,3033.75,Returned / Completed
ORD-8573,Site-177,Facilities Management,2026-03-10,Fixing,3,5581.35,Returned / Completed
ORD-8574,Site-101,Landscaping Contractor,2025-11-16,Access & Height,2,2156.24,Returned / Completed
ORD-8575,Site-062,Facilities Management,2025-11-30,Finishing,2,3665.24,Returned / Completed
ORD-8576,Site-049,Demolition Specialist,2026-07-12,Landscaping,2,3753.06,Returned / Completed
ORD-8577,Site-158,Groundworks Sub-contractor,2025-10-23,Logistics,2,3063.24,Returned / Completed
ORD-8578,Site-031,Landscaping Contractor,2025-12-22,Site Setup,3,2706.26,Returned / Completed
ORD-8579,Site-116,Demolition Specialist,2025-11-17,Site Setup,1,834.67,Returned / Completed
ORD-8580,Site-112,Groundworks Sub-contractor,2025-11-04,Finishing,4,4731.62,Quote Approved
ORD-8581,Site-106,M&E Contractor,2025-12-01,Finishing,3,3128.2,Quote Requested
ORD-8582,Site-147,Demolition Specialist,2025-11-30,Logistics,2,1857.49,Returned / Completed
ORD-8583,Site-061,Main Contractor,2025-10-26,Groundworks,5,7067.94,Quote Requested
ORD-8584,Site-086,Demolition Specialist,2026-04-02,Landscaping,3,2130.27,Returned / Completed
ORD-8585,Site-099,Facilities Management,2026-05-23,Landscaping,3,2348.52,Returned / Completed
ORD-8586,Site-069,Self-Employed Trade,2026-05-06,Landscaping,3,1591.82,Quote Requested
ORD-8587,Site-128,M&E Contractor,2026-06-21,Finishing,3,3539.88,Returned / Completed
ORD-8588,Site-107,Demolition Specialist,2025-10-25,Finishing,2,1411.43,Quote Requested
ORD-8589,Site-033,Groundworks Sub-contractor,2026-02-05,Logistics,3,2800.26,Returned / Completed
ORD-8590,Site-136,Self-Employed Trade,2026-02-18,Site Setup,4,4496.53,Returned / Completed
ORD-8591,Site-179,M&E Contractor,2026-04-16,Groundworks,1,2026.98,Returned / Completed
ORD-8592,Site-045,Landscaping Contractor,2026-07-10,Logistics,3,2622.71,Returned / Completed
ORD-8593,Site-151,Self-Employed Trade,2026-01-12,Fixing,2,2857.05,Returned / Completed
ORD-8594,Site-161,Demolition Specialist,2026-07-01,Demolition,2,3283.29,Returned / Completed
ORD-8595,Site-050,Facilities Management,2025-08-22,Finishing,3,3755.72,Returned / Completed
ORD-8596,Site-087,Landscaping Contractor,2026-04-16,Landscaping,3,3985.42,Returned / Completed
ORD-8597,Site-117,Demolition Specialist,2025-09-13,Finishing,3,2930.48,Returned / Completed
ORD-8598,Site-045,Facilities Management,2025-10-16,Access & Height,3,5172.82,Returned / Completed
ORD-8599,Site-025,Self-Employed Trade,2025-11-12,Logistics,2,2238.61,Returned / Completed
ORD-8600,Site-116,Facilities Management,2025-12-26,Logistics,2,1707.64,Returned / Completed
ORD-8601,Site-177,M&E Contractor,2025-11-02,Fixing,2,1818.75,Returned / Completed
ORD-8602,Site-027,Demolition Specialist,2026-06-03,Site Setup,3,3095.3,Returned / Completed
ORD-8603,Site-061,Groundworks Sub-contractor,2026-07-10,Site Setup,2,4014.9,Returned / Completed
ORD-8604,Site-083,Facilities Management,2025-08-08,Demolition,3,4246.72,Quote Requested
ORD-8605,Site-055,Groundworks Sub-contractor,2026-05-14,Landscaping,3,1630.11,Returned / Completed
ORD-8606,Site-068,Landscaping Contractor,2026-03-07,Finishing,3,2816.91,Returned / Completed
ORD-8607,Site-003,Groundworks Sub-contractor,2025-11-16,Finishing,3,3824.18,Quote Requested
ORD-8608,Site-114,Main Contractor,2025-07-21,Site Setup,2,1982.03,Quote Requested
ORD-8609,Site-106,Landscaping Contractor,2026-05-14,Demolition,3,2148.84,Returned / Completed
ORD-8610,Site-088,Self-Employed Trade,2026-05-18,Groundworks,2,1373.41,Returned / Completed
ORD-8611,Site-119,Landscaping Contractor,2025-08-27,Landscaping,3,4424.7,Returned / Completed
ORD-8612,Site-046,Facilities Management,2026-05-07,Landscaping,3,4846.05,Returned / Completed
ORD-8613,Site-134,Main Contractor,2026-04-29,Demolition,2,2265.22,Quote Requested
ORD-8614,Site-140,Self-Employed Trade,2026-01-19,Demolition,5,5405.34,Returned / Completed
ORD-8615,Site-047,Facilities Management,2026-07-06,Landscaping,3,2804.52,Returned / Completed
ORD-8616,Site-157,M&E Contractor,2025-09-02,Access & Height,1,1538.56,Returned / Completed
ORD-8617,Site-150,Facilities Management,2026-02-02,Fixing,2,2639.04,Returned / Completed
ORD-8618,Site-071,Groundworks Sub-contractor,2025-09-12,Access & Height,3,2953.28,Returned / Completed
ORD-8619,Site-032,Demolition Specialist,2025-11-04,Landscaping,2,3060.55,Returned / Completed
ORD-8620,Site-040,M&E Contractor,2026-04-12,Logistics,2,4137.09,Returned / Completed
ORD-8621,Site-125,Landscaping Contractor,2025-08-29,Demolition,3,4008.16,Quote Approved
ORD-8622,Site-069,M&E Contractor,2026-06-15,Landscaping,3,2871.53,Quote Requested
ORD-8623,Site-015,Main Contractor,2026-01-29,Landscaping,3,3221.31,Returned / Completed
ORD-8624,Site-048,Self-Employed Trade,2026-07-11,Finishing,3,3026.68,Returned / Completed
ORD-8625,Site-148,Groundworks Sub-contractor,2026-01-27,Groundworks,2,575.55,Returned / Completed
ORD-8626,Site-084,Main Contractor,2026-02-17,Access & Height,3,1336.04,Dispatched
ORD-8627,Site-177,Groundworks Sub-contractor,2026-03-19,Demolition,3,3820.16,Returned / Completed
ORD-8628,Site-116,Main Contractor,2026-01-30,Demolition,2,2013.18,Returned / Completed
ORD-8629,Site-028,Main Contractor,2025-11-26,Landscaping,2,2120.36,Returned / Completed
ORD-8630,Site-011,Groundworks Sub-contractor,2026-06-05,Groundworks,1,1924.29,Returned / Completed
ORD-8631,Site-009,Groundworks Sub-contractor,2025-09-30,Demolition,4,7845.93,Returned / Completed
ORD-8632,Site-002,Groundworks Sub-contractor,2025-09-15,Landscaping,2,1173.62,Returned / Completed
ORD-8633,Site-164,M&E Contractor,2026-07-05,Logistics,2,1979.46,Returned / Completed
ORD-8634,Site-099,Facilities Management,2026-06-27,Groundworks,3,1749.97,Returned / Completed
ORD-8635,Site-135,Facilities Management,2026-03-21,Logistics,2,2453.8,Returned / Completed
ORD-8636,Site-039,Facilities Management,2026-07-12,Groundworks,4,3248.94,Returned / Completed
ORD-8637,Site-035,Facilities Management,2026-05-20,Landscaping,4,4532.53,Returned / Completed
ORD-8638,Site-087,Facilities Management,2026-05-19,Groundworks,3,4610.62,Quote Requested
ORD-8639,Site-031,Landscaping Contractor,2025-11-05,Groundworks,2,1547.36,Quote Requested
ORD-8640,Site-015,Landscaping Contractor,2025-09-20,Site Setup,2,2440.39,Returned / Completed
ORD-8641,Site-158,M&E Contractor,2025-12-12,Fixing,2,881.5,Returned / Completed
ORD-8642,Site-034,Landscaping Contractor,2026-05-20,Fixing,3,2840.81,Returned / Completed
ORD-8643,Site-082,Main Contractor,2025-10-14,Groundworks,2,2424.39,Quote Requested
ORD-8644,Site-159,Main Contractor,2025-11-24,Finishing,3,5569.69,Returned / Completed
ORD-8645,Site-031,Self-Employed Trade,2025-07-25,Groundworks,3,2936.31,Returned / Completed
ORD-8646,Site-059,Groundworks Sub-contractor,2025-12-28,Fixing,3,4170.35,Quote Requested
ORD-8647,Site-106,Groundworks Sub-contractor,2025-11-30,Finishing,1,1052.45,Returned / Completed
ORD-8648,Site-061,M&E Contractor,2026-02-06,Demolition,2,2652.01,Dispatched
ORD-8649,Site-115,Groundworks Sub-contractor,2025-10-25,Site Setup,3,4689.62,Returned / Completed
ORD-8650,Site-057,Landscaping Contractor,2025-09-03,Logistics,3,4453.2,Returned / Completed
ORD-8651,Site-108,Facilities Management,2026-01-20,Finishing,2,2712.2,Returned / Completed
ORD-8652,Site-148,Facilities Management,2026-03-16,Demolition,3,1950.16,Quote Approved
ORD-8653,Site-018,Self-Employed Trade,2025-11-20,Site Setup,2,614.97,Returned / Completed
ORD-8654,Site-033,Groundworks Sub-contractor,2025-07-21,Site Setup,1,1998.61,Quote Requested
ORD-8655,Site-174,Groundworks Sub-contractor,2025-09-15,Fixing,2,1456.06,Returned / Completed
ORD-8656,Site-066,Facilities Management,2025-12-04,Site Setup,3,2740.48,Returned / Completed
ORD-8657,Site-060,Main Contractor,2026-02-10,Finishing,4,5205.82,Returned / Completed
ORD-8658,Site-007,Groundworks Sub-contractor,2026-04-27,Landscaping,2,2741.75,Returned / Completed
ORD-8659,Site-141,M&E Contractor,2026-06-28,Logistics,2,2301.66,Returned / Completed
ORD-8660,Site-151,Main Contractor,2026-06-12,Access & Height,3,1863.93,Returned / Completed
ORD-8661,Site-016,Demolition Specialist,2026-07-10,Site Setup,1,1670.26,Returned / Completed
ORD-8662,Site-071,M&E Contractor,2025-08-31,Logistics,2,1633.86,Returned / Completed
ORD-8663,Site-032,M&E Contractor,2026-06-05,Site Setup,2,2073.99,Returned / Completed
ORD-8664,Site-154,Main Contractor,2026-05-23,Landscaping,2,2778.93,Returned / Completed
ORD-8665,Site-026,Landscaping Contractor,2025-12-28,Demolition,2,954.01,Returned / Completed
ORD-8666,Site-174,Demolition Specialist,2025-11-16,Site Setup,3,3615.66,Quote Requested
ORD-8667,Site-012,Demolition Specialist,2026-01-19,Finishing,2,2046.03,Returned / Completed
ORD-8668,Site-046,M&E Contractor,2025-07-26,Landscaping,3,2212.84,Quote Requested
ORD-8669,Site-144,Landscaping Contractor,2025-09-16,Fixing,2,1890.34,Returned / Completed
ORD-8670,Site-003,Main Contractor,2025-12-11,Demolition,3,3225.98,Quote Approved
ORD-8671,Site-168,Groundworks Sub-contractor,2025-10-06,Fixing,3,3416.15,Returned / Completed
ORD-8672,Site-106,Demolition Specialist,2026-01-30,Landscaping,3,2257.85,Returned / Completed
ORD-8673,Site-106,Self-Employed Trade,2026-03-12,Groundworks,4,5719.19,Returned / Completed
ORD-8674,Site-135,Self-Employed Trade,2025-12-22,Access & Height,2,2957.6,Returned / Completed
ORD-8675,Site-091,Landscaping Contractor,2026-05-30,Site Setup,2,2753.08,Returned / Completed
ORD-8676,Site-163,Main Contractor,2026-06-11,Access & Height,2,1220.61,Returned / Completed
ORD-8677,Site-012,Groundworks Sub-contractor,2025-07-15,Fixing,2,3076.25,Returned / Completed
ORD-8678,Site-082,Self-Employed Trade,2025-12-22,Logistics,2,1396.63,Returned / Completed
ORD-8679,Site-048,Demolition Specialist,2025-09-20,Logistics,2,1776.0,Returned / Completed
ORD-8680,Site-109,Self-Employed Trade,2026-01-29,Fixing,3,3083.03,Returned / Completed
ORD-8681,Site-113,M&E Contractor,2025-11-27,Finishing,2,2473.96,Returned / Completed
ORD-8682,Site-165,Facilities Management,2026-07-08,Landscaping,2,3374.21,Returned / Completed
ORD-8683,Site-057,Main Contractor,2026-04-27,Access & Height,2,878.82,Returned / Completed
ORD-8684,Site-112,M&E Contractor,2026-02-27,Landscaping,3,4092.2,Quote Approved
ORD-8685,Site-032,Main Contractor,2026-04-06,Fixing,2,1723.47,Returned / Completed
ORD-8686,Site-087,M&E Contractor,2026-04-13,Groundworks,3,4016.41,Quote Requested
ORD-8687,Site-120,Main Contractor,2026-05-14,Fixing,3,3073.33,Returned / Completed
ORD-8688,Site-044,Demolition Specialist,2026-04-21,Logistics,3,4964.59,Returned / Completed
ORD-8689,Site-062,Groundworks Sub-contractor,2025-09-03,Access & Height,2,2340.22,Quote Approved
ORD-8690,Site-044,Main Contractor,2025-08-13,Landscaping,1,896.39,Returned / Completed
ORD-8691,Site-137,M&E Contractor,2025-09-15,Landscaping,2,4098.11,Returned / Completed
ORD-8692,Site-114,Self-Employed Trade,2025-10-16,Groundworks,4,4799.5,Returned / Completed
ORD-8693,Site-148,Groundworks Sub-contractor,2026-07-01,Fixing,2,1557.53,Returned / Completed
ORD-8694,Site-076,Main Contractor,2026-02-11,Site Setup,2,3413.82,Returned / Completed
ORD-8695,Site-123,Demolition Specialist,2025-10-31,Access & Height,3,4605.24,Quote Approved
ORD-8696,Site-037,Demolition Specialist,2026-07-06,Landscaping,2,1392.69,Returned / Completed
ORD-8697,Site-114,M&E Contractor,2026-01-26,Finishing,3,1732.23,Returned / Completed
ORD-8698,Site-035,M&E Contractor,2026-04-15,Groundworks,2,2648.57,Returned / Completed
ORD-8699,Site-061,Landscaping Contractor,2025-12-09,Landscaping,1,1742.88,Returned / Completed
ORD-8700,Site-147,Facilities Management,2026-07-15,Groundworks,2,2009.29,Returned / Completed
ORD-8701,Site-157,Demolition Specialist,2026-05-05,Groundworks,3,3351.3,Returned / Completed
ORD-8702,Site-079,Landscaping Contractor,2025-08-21,Demolition,4,5049.08,Returned / Completed
ORD-8703,Site-080,Landscaping Contractor,2025-12-05,Site Setup,1,438.5,Returned / Completed
ORD-8704,Site-062,Facilities Management,2026-02-19,Site Setup,2,3856.81,Returned / Completed
ORD-8705,Site-168,Landscaping Contractor,2026-05-25,Groundworks,3,3908.27,Returned / Completed
ORD-8706,Site-038,Demolition Specialist,2026-05-18,Logistics,2,2243.12,Returned / Completed
ORD-8707,Site-168,Self-Employed Trade,2025-10-03,Logistics,2,3278.67,Returned / Completed
ORD-8708,Site-089,Facilities Management,2026-01-21,Access & Height,1,1753.79,Returned / Completed
ORD-8709,Site-140,Demolition Specialist,2026-01-31,Groundworks,3,4719.12,Quote Requested
ORD-8710,Site-118,Groundworks Sub-contractor,2026-03-22,Fixing,3,2684.77,Returned / Completed
ORD-8711,Site-110,Self-Employed Trade,2025-08-05,Groundworks,4,3955.11,Returned / Completed
ORD-8712,Site-173,Self-Employed Trade,2026-04-01,Finishing,3,4365.73,Returned / Completed
ORD-8713,Site-083,Landscaping Contractor,2025-10-01,Landscaping,2,2016.21,Quote Requested
ORD-8714,Site-087,Landscaping Contractor,2026-02-28,Finishing,3,2995.1,Returned / Completed
ORD-8715,Site-054,Self-Employed Trade,2025-11-15,Finishing,2,2033.18,Returned / Completed
