stock_code,category,subcategory,product_name,brand,depot,purchase_date,capex_gbp,book_value_gbp,age_years,condition,status,utilisation_pct_ytd,day_rate_gbp,last_service_date,next_service_due,min_stock_level,current_units_at_depot
LE-01759,Lifting Equipment,Hoists,Tractel TR50 Minifor Hoist,Tractel,Leeds,2024-10-10,10780.64,6982.31,1.76,Needs Assessment,Auction Pending,73.2,123.36,2026-03-25,2026-09-21,1,1
LE-01760,Lifting Equipment,Hoists,Tractel TR50 Minifor Hoist,Tractel,Manchester,2025-12-15,10989.81,9713.19,0.58,Fair,On Hire,56.8,181.61,2026-03-06,2026-09-02,1,1
LE-01761,Lifting Equipment,Hoists,Tractel TR50 Minifor Hoist,Tractel,Birmingham,2026-02-08,7402.94,6766.08,0.43,Excellent,Available,58.6,80.12,2025-12-16,2026-06-14,1,1
LE-01762,Lifting Equipment,Hoists,Tractel TR50 Minifor Hoist,Tractel,Leeds,2026-04-13,5152.05,4889.51,0.25,Excellent,Available,61.6,60.94,2026-04-05,2026-10-02,1,1
LE-01763,Lifting Equipment,Hoists,Tractel TR50 Minifor Hoist,Tractel,Manchester,2024-04-25,8511.19,4728.96,2.22,Fair,On Hire,65.1,98.75,2026-02-22,2026-08-21,1,1
LE-01764,Lifting Equipment,Hoists,Tractel TR50 Minifor Hoist,Tractel,London South,2024-02-12,3791.69,1955.06,2.42,Excellent,Auction Pending,71.4,33.05,2026-01-24,2026-07-23,1,1
LE-01765,Lifting Equipment,Hoists,Tractel TR50 Minifor Hoist,Tractel,London North,2026-05-14,3619.13,3496.18,0.17,Excellent,Auction Pending,78.4,58.12,2026-06-10,2026-12-07,1,1
LE-01766,Lifting Equipment,Hoists,Beam Hoist,City Hire Fleet,London South,2022-01-12,12882.56,1288.26,4.51,Good,Auction Pending,49.4,157.7,2026-02-05,2026-08-04,2,1
LE-01767,Lifting Equipment,Hoists,Beam Hoist,City Hire Fleet,Manchester,2021-11-09,8760.77,876.08,4.68,Fair,On Hire,57.5,90.83,2026-02-17,2026-08-16,2,1
LE-01768,Lifting Equipment,Hoists,Beam Hoist,City Hire Fleet,Birmingham,2023-08-23,5723.41,2408.54,2.9,Excellent,Workshop,70.1,47.95,2026-02-17,2026-08-16,2,1
LE-01769,Lifting Equipment,Hoists,Beam Hoist,City Hire Fleet,Leeds,2023-09-30,13042.03,5759.93,2.79,Good,Available,75.2,232.61,2026-06-08,2026-12-05,2,1
LE-01770,Lifting Equipment,Hoists,Beam Hoist,City Hire Fleet,Bristol,2022-03-31,14285.01,2019.47,4.29,Fair,On Hire,73.5,126.91,2026-06-24,2026-12-21,2,1
LE-01771,Lifting Equipment,Hoists,Beam Hoist,City Hire Fleet,Bristol,2023-10-22,11795.14,5351.44,2.73,Excellent,Available,52.3,100.59,2026-02-26,2026-08-25,2,1
LE-01772,Lifting Equipment,Hoists,Beam Hoist,City Hire Fleet,Bristol,2024-07-12,10188.56,6096.39,2.01,Fair,On Hire,45.2,139.99,2026-03-20,2026-09-16,2,1
LE-01773,Lifting Equipment,Hoists,Beam Hoist,City Hire Fleet,Leeds,2024-08-06,8273.07,5063.57,1.94,Fair,On Hire,87.3,128.19,2026-07-05,2027-01-01,2,1
LE-01774,Lifting Equipment,Hoists,Beam Hoist,City Hire Fleet,Manchester,2022-05-19,14388.36,2420.4,4.16,Good,On Hire,56.9,197.53,2026-02-03,2026-08-02,2,1
LE-01775,Lifting Equipment,Hoists,Scaffold Hoist,City Hire Fleet,London North,2024-10-26,14789.45,9708.36,1.72,Fair,On Hire,54.8,159.41,2026-03-07,2026-09-03,3,1
LE-01776,Lifting Equipment,Hoists,Scaffold Hoist,City Hire Fleet,London North,2025-09-17,11545.4,9641.2,0.82,Good,On Hire,54.9,162.08,2026-05-10,2026-11-06,3,1
LE-01777,Lifting Equipment,Hoists,Scaffold Hoist,City Hire Fleet,Leeds,2023-02-20,13614.65,4356.69,3.4,Excellent,On Hire,55.7,133.53,2025-12-26,2026-06-24,3,1
LE-01778,Lifting Equipment,Hoists,Scaffold Hoist,City Hire Fleet,London South,2023-07-01,15681.84,6143.84,3.04,Good,On Hire,51.7,254.32,2026-06-23,2026-12-20,3,1
LE-01779,Lifting Equipment,Hoists,Scaffold Hoist,City Hire Fleet,Leeds,2021-10-04,9531.93,953.19,4.78,Good,On Hire,87.0,96.35,2026-03-24,2026-09-20,3,1
LE-01780,Lifting Equipment,Hoists,Scaffold Hoist,City Hire Fleet,London North,2022-05-04,15342.79,2454.85,4.2,Excellent,On Hire,62.0,193.94,2026-05-08,2026-11-04,3,1
LE-01781,Lifting Equipment,Hoists,Scaffold Hoist,City Hire Fleet,Leeds,2023-10-14,6262.97,2814.05,2.75,Good,On Hire,62.4,79.83,2026-04-08,2026-10-05,3,1
LE-01782,Lifting Equipment,Hoists,Scaffold Hoist,City Hire Fleet,Manchester,2025-08-22,10111.43,8299.68,0.9,Good,On Hire,39.6,112.81,2026-05-02,2026-10-29,3,1
LE-01783,Lifting Equipment,Hoists,Scaffold Hoist,City Hire Fleet,Manchester,2023-06-26,12672.32,4930.05,3.05,Good,Available,93.3,184.01,2025-12-10,2026-06-08,3,1
LE-01784,Lifting Equipment,Hoists,Scaffold Hoist,City Hire Fleet,Birmingham,2024-12-04,6827.45,4627.7,1.61,Good,On Hire,71.0,81.33,2026-06-19,2026-12-16,3,1
LE-01785,Lifting Equipment,Hoists,Scaffold Hoist,City Hire Fleet,Birmingham,2022-02-13,12544.89,1457.27,4.42,Good,Available,64.1,224.96,2026-03-03,2026-08-30,3,1
LE-01786,Lifting Equipment,Hoists,Scaffold Hoist,City Hire Fleet,London North,2024-09-12,10399.89,6576.15,1.84,Excellent,Available,83.9,93.36,2025-12-14,2026-06-12,3,1
LE-01787,Lifting Equipment,Gantrys,2T Portable Gantry,City Hire Fleet,Bristol,2022-08-12,8691.83,1866.96,3.93,Excellent,On Hire,65.2,151.11,2026-07-08,2027-01-04,1,1
LE-01788,Lifting Equipment,Gantrys,2T Portable Gantry,City Hire Fleet,Leeds,2022-10-10,16218.64,4008.0,3.76,Excellent,On Hire,74.2,285.09,2026-02-11,2026-08-10,1,1
LE-01789,Lifting Equipment,Gantrys,2T Portable Gantry,City Hire Fleet,London South,2025-12-21,15588.21,13828.66,0.56,Fair,Workshop,77.0,233.15,2026-02-20,2026-08-19,1,1
LE-01790,Lifting Equipment,Gantrys,Portable Gantry,City Hire Fleet,Manchester,2024-10-20,9044.85,5907.65,1.73,Fair,Auction Pending,77.9,97.36,2026-02-01,2026-07-31,1,1
LE-01791,Lifting Equipment,Gantrys,Portable Gantry,City Hire Fleet,London North,2024-01-23,12829.32,6474.41,2.48,Excellent,On Hire,51.1,110.64,2025-12-27,2026-06-25,1,1
LE-01792,Lifting Equipment,Gantrys,Portable Gantry,City Hire Fleet,Birmingham,2024-04-11,6788.6,3719.78,2.26,Excellent,On Hire,42.1,59.02,2025-12-18,2026-06-16,1,1
LE-01793,Lifting Equipment,Gantrys,Portable Gantry,City Hire Fleet,Manchester,2025-05-01,11453.07,8691.78,1.21,Excellent,On Hire,70.1,165.31,2025-12-30,2026-06-28,1,1
LE-01794,Lifting Equipment,Gantrys,Portable Gantry,City Hire Fleet,London North,2023-12-24,13218.73,6453.64,2.56,Good,On Hire,77.7,138.88,2026-06-26,2026-12-23,1,1
LE-01795,Lifting Equipment,Gantrys,Portable Gantry,City Hire Fleet,Leeds,2023-12-15,1515.25,732.3,2.58,Good,On Hire,42.6,14.42,2026-07-05,2027-01-01,1,1
LE-01796,Lifting Equipment,Chain Blocks,Electric Chain Hoist,City Hire Fleet,Manchester,2024-04-05,10853.96,5911.69,2.28,Good,On Hire,63.3,130.67,2025-12-29,2026-06-27,1,1
LE-01797,Lifting Equipment,Chain Blocks,Electric Chain Hoist,City Hire Fleet,Manchester,2022-05-17,14319.74,2393.16,4.16,Excellent,On Hire,66.8,191.21,2026-01-19,2026-07-18,1,1
LE-01798,Lifting Equipment,Chain Blocks,Electric Chain Hoist,City Hire Fleet,Leeds,2024-06-10,6801.79,3950.63,2.1,Needs Assessment,On Hire,46.0,98.43,2026-06-30,2026-12-27,1,1
LE-01799,Lifting Equipment,Chain Blocks,Electric Chain Hoist,City Hire Fleet,Birmingham,2024-05-28,10181.72,5841.24,2.13,Good,On Hire,68.6,99.44,2025-12-30,2026-06-28,1,1
LE-01800,Lifting Equipment,Chain Blocks,Electric Chain Hoist,City Hire Fleet,Leeds,2026-03-27,17454.22,16402.18,0.3,Good,Available,61.6,158.27,2026-04-29,2026-10-26,1,1
LE-01801,Lifting Equipment,Chain Blocks,Electric Chain Hoist,City Hire Fleet,London North,2022-08-05,7235.59,1526.41,3.95,Excellent,Available,80.1,109.96,2026-06-09,2026-12-06,1,1
LE-01802,Lifting Equipment,Chain Blocks,Electric Chain Hoist,City Hire Fleet,Bristol,2023-02-17,5206.55,1657.54,3.41,Good,On Hire,73.1,67.67,2025-12-24,2026-06-22,1,1
LE-01803,Lifting Equipment,Chain Blocks,Manual Chain Block,City Hire Fleet,London North,2023-12-08,17438.45,8360.9,2.6,Good,On Hire,75.7,176.42,2026-01-11,2026-07-10,3,1
LE-01804,Lifting Equipment,Chain Blocks,Manual Chain Block,City Hire Fleet,Bristol,2022-10-15,12410.92,3101.03,3.75,Excellent,On Hire,64.3,171.19,2026-01-22,2026-07-21,3,1
LE-01805,Lifting Equipment,Chain Blocks,Manual Chain Block,City Hire Fleet,London North,2026-01-19,1819.54,1643.07,0.48,Excellent,On Hire,75.8,26.36,2026-02-06,2026-08-05,3,1
LE-01806,Lifting Equipment,Chain Blocks,Manual Chain Block,City Hire Fleet,London North,2026-05-17,4093.78,3961.43,0.16,Good,On Hire,78.8,39.74,2026-04-27,2026-10-24,3,1
LE-01807,Lifting Equipment,Chain Blocks,Manual Chain Block,City Hire Fleet,London South,2023-02-21,2274.49,729.08,3.4,Excellent,On Hire,65.8,22.8,2026-02-07,2026-08-06,3,1
LE-01808,Lifting Equipment,Chain Blocks,Manual Chain Block,City Hire Fleet,Manchester,2024-07-25,14833.55,8981.41,1.97,Excellent,Auction Pending,56.7,263.42,2026-01-22,2026-07-21,3,1
LE-01809,Lifting Equipment,Chain Blocks,Manual Chain Block,City Hire Fleet,Bristol,2023-03-24,10370.86,3500.52,3.31,Excellent,On Hire,47.3,89.52,2026-07-03,2026-12-30,3,1
LE-01810,Lifting Equipment,Chain Blocks,Manual Chain Block,City Hire Fleet,Birmingham,2024-12-02,3572.78,2417.74,1.62,Good,On Hire,95.6,44.25,2026-01-17,2026-07-16,3,1
LE-01811,Lifting Equipment,Chain Blocks,Manual Chain Block,City Hire Fleet,London South,2023-03-12,1883.74,623.44,3.35,Excellent,On Hire,85.0,24.24,2025-12-27,2026-06-25,3,1
LE-01812,Lifting Equipment,Chain Blocks,Manual Chain Block,City Hire Fleet,Leeds,2026-06-02,1321.36,1290.23,0.12,Good,Workshop,79.0,14.32,2026-01-15,2026-07-14,3,1
LE-01813,Lifting Equipment,Chain Blocks,Manual Chain Block,City Hire Fleet,Birmingham,2022-07-26,14764.52,3033.81,3.97,Good,On Hire,66.0,178.95,2026-02-01,2026-07-31,3,1
LE-01814,Lifting Equipment,Chain Blocks,Manual Chain Block,City Hire Fleet,Leeds,2025-06-23,11457.04,9027.52,1.06,Good,On Hire,41.7,200.53,2026-05-29,2026-11-25,3,1
LE-01815,Lifting Equipment,Chain Blocks,Manual Chain Block,City Hire Fleet,London North,2022-12-09,15084.92,4223.78,3.6,Needs Assessment,On Hire,58.4,268.03,2026-05-26,2026-11-22,3,1
LE-01816,Lifting Equipment,Chain Blocks,Manual Chain Block,City Hire Fleet,Bristol,2022-12-26,7279.94,2106.2,3.55,Excellent,Available,76.8,114.32,2026-02-26,2026-08-25,3,1
LE-01817,Lifting Equipment,Forklift Trucks,Counterbalance Forklift,City Hire Fleet,Manchester,2025-04-15,5843.97,4383.78,1.25,Excellent,Available,71.7,85.91,2026-03-15,2026-09-11,3,1
LE-01818,Lifting Equipment,Forklift Trucks,Counterbalance Forklift,City Hire Fleet,Manchester,2026-03-19,2107.66,1971.38,0.32,Excellent,On Hire,86.4,29.86,2026-05-22,2026-11-18,3,1
LE-01819,Lifting Equipment,Forklift Trucks,Counterbalance Forklift,City Hire Fleet,London North,2022-03-15,8812.88,1168.61,4.34,Good,On Hire,66.6,80.73,2026-06-04,2026-12-01,3,1
LE-01820,Lifting Equipment,Forklift Trucks,Counterbalance Forklift,City Hire Fleet,Manchester,2025-02-19,13319.57,9590.09,1.4,Excellent,On Hire,65.8,196.71,2026-04-22,2026-10-19,3,1
LE-01821,Lifting Equipment,Forklift Trucks,Counterbalance Forklift,City Hire Fleet,London South,2024-08-17,5065.06,3130.62,1.91,Good,On Hire,70.8,51.7,2026-03-31,2026-09-27,3,1
LE-01822,Lifting Equipment,Forklift Trucks,Counterbalance Forklift,City Hire Fleet,London South,2023-10-25,11029.55,5022.22,2.72,Excellent,On Hire,69.4,155.45,2026-03-25,2026-09-21,3,1
LE-01823,Lifting Equipment,Forklift Trucks,Counterbalance Forklift,City Hire Fleet,London South,2025-06-16,7707.15,6043.25,1.08,Excellent,Available,77.6,64.13,2026-05-06,2026-11-02,3,1
LE-01824,Lifting Equipment,Forklift Trucks,Counterbalance Forklift,City Hire Fleet,Manchester,2023-04-08,2202.15,761.4,3.27,Good,On Hire,79.9,21.39,2025-12-08,2026-06-06,3,1
LE-01825,Lifting Equipment,Forklift Trucks,Counterbalance Forklift,City Hire Fleet,London South,2024-07-12,4893.54,2928.08,2.01,Good,Available,60.7,66.2,2026-02-08,2026-08-07,3,1
LE-01826,Lifting Equipment,Forklift Trucks,Counterbalance Forklift,City Hire Fleet,London South,2025-03-02,2652.77,1925.98,1.37,Good,Workshop,70.8,43.43,2026-03-11,2026-09-07,3,1
LE-01827,Lifting Equipment,Forklift Trucks,Counterbalance Forklift,City Hire Fleet,Bristol,2024-11-21,1443.66,968.24,1.65,Excellent,On Hire,37.4,24.94,2026-03-25,2026-09-21,3,1
LE-01828,Lifting Equipment,Forklift Trucks,Counterbalance Forklift,City Hire Fleet,London North,2025-08-14,16551.08,13512.94,0.92,Excellent,Workshop,75.4,210.31,2026-03-30,2026-09-26,3,1
LE-01829,Lifting Equipment,Forklift Attachments,Forklift Hook Attachment,City Hire Fleet,London North,2023-08-18,1764.83,737.84,2.91,Good,Available,47.3,18.36,2025-12-16,2026-06-14,3,1
LE-01830,Lifting Equipment,Forklift Attachments,Forklift Hook Attachment,City Hire Fleet,London South,2023-04-29,13851.72,4948.67,3.21,Excellent,Available,59.9,151.79,2026-04-01,2026-09-28,3,1
LE-01831,Lifting Equipment,Forklift Attachments,Forklift Hook Attachment,City Hire Fleet,Bristol,2022-10-28,17982.39,4621.23,3.72,Good,On Hire,83.7,148.25,2026-03-19,2026-09-15,3,1
LE-01832,Lifting Equipment,Forklift Attachments,Forklift Hook Attachment,City Hire Fleet,Manchester,2023-11-27,8991.18,4256.65,2.63,Excellent,On Hire,65.1,150.29,2026-01-15,2026-07-14,3,1
LE-01833,Lifting Equipment,Forklift Attachments,Forklift Hook Attachment,City Hire Fleet,Birmingham,2022-12-10,9000.17,2524.98,3.6,Good,On Hire,44.4,98.69,2026-01-19,2026-07-18,3,1
LE-01834,Lifting Equipment,Forklift Attachments,Forklift Hook Attachment,City Hire Fleet,Bristol,2022-03-27,5732.46,797.83,4.3,Fair,Auction Pending,42.3,91.01,2026-02-26,2026-08-25,3,1
LE-01835,Lifting Equipment,Forklift Attachments,Forklift Hook Attachment,City Hire Fleet,Birmingham,2026-01-01,11623.65,10381.67,0.53,Fair,On Hire,46.3,105.89,2026-01-23,2026-07-22,3,1
LE-01836,Lifting Equipment,Forklift Attachments,Forklift Hook Attachment,City Hire Fleet,London South,2024-05-28,9017.93,5173.57,2.13,Good,On Hire,90.9,135.71,2026-04-12,2026-10-09,3,1
LE-01837,Lifting Equipment,Forklift Attachments,Forklift Hook Attachment,City Hire Fleet,Leeds,2023-04-24,13116.86,4650.2,3.23,Good,On Hire,74.1,228.12,2026-06-15,2026-12-12,3,1
LE-01838,Lifting Equipment,Forklift Attachments,Forklift Hook Attachment,City Hire Fleet,Leeds,2023-03-15,15835.01,5266.77,3.34,Fair,Available,98,177.43,2026-01-03,2026-07-02,3,1
LE-01839,Lifting Equipment,Forklift Attachments,Forklift Hook Attachment,City Hire Fleet,Manchester,2024-12-15,9659.91,6605.79,1.58,Good,On Hire,58.9,157.41,2026-03-21,2026-09-17,3,1
LE-01840,Lifting Equipment,Forklift Attachments,Forklift Hook Attachment,City Hire Fleet,Birmingham,2023-10-27,13125.06,5990.78,2.72,Good,Available,65.2,153.32,2026-02-28,2026-08-27,3,1
LE-01841,Lifting Equipment,Forklift Attachments,Forklift Hook Attachment,City Hire Fleet,London North,2022-09-06,17082.14,3903.15,3.86,Excellent,On Hire,75.0,290.05,2026-03-19,2026-09-15,3,1
LE-01842,Lifting Equipment,Forklift Attachments,Forklift Hook Attachment,City Hire Fleet,Birmingham,2024-11-02,17298.71,11421.89,1.7,Excellent,On Hire,32.0,163.98,2026-06-02,2026-11-29,3,1
LE-01843,Lifting Equipment,Forklift Attachments,Powerbrush Sweeper Attachment,City Hire Fleet,Bristol,2021-07-20,4631.5,463.15,4.99,Needs Assessment,On Hire,65.9,59.0,2026-01-21,2026-07-20,1,1
LE-01844,Lifting Equipment,Forklift Attachments,Powerbrush Sweeper Attachment,City Hire Fleet,London South,2024-02-06,8656.85,4435.15,2.44,Excellent,Available,62.1,144.72,2026-05-01,2026-10-28,1,1
LE-01845,Lifting Equipment,Forklift Attachments,Powerbrush Sweeper Attachment,City Hire Fleet,Leeds,2025-02-25,15227.12,11013.59,1.38,Fair,On Hire,50.4,195.84,2026-01-28,2026-07-27,1,1
LE-01846,Lifting Equipment,Forklift Attachments,Powerbrush Sweeper Attachment,City Hire Fleet,Manchester,2022-09-21,12907.31,3055.32,3.82,Excellent,Workshop,61.4,120.29,2026-03-23,2026-09-19,1,1
LE-01847,Lifting Equipment,Forklift Attachments,Fork Truck Extensions,City Hire Fleet,London North,2024-09-26,4085.18,2614.52,1.8,Excellent,Auction Pending,62.0,44.3,2025-12-29,2026-06-27,3,1
LE-01848,Lifting Equipment,Forklift Attachments,Fork Truck Extensions,City Hire Fleet,Birmingham,2025-07-10,11592.99,9242.63,1.01,Excellent,On Hire,79.1,113.07,2026-02-27,2026-08-26,3,1
LE-01849,Lifting Equipment,Forklift Attachments,Fork Truck Extensions,City Hire Fleet,Birmingham,2022-06-26,12840.04,2427.3,4.05,Good,On Hire,58.9,159.33,2026-07-04,2026-12-31,3,1
LE-01850,Lifting Equipment,Forklift Attachments,Fork Truck Extensions,City Hire Fleet,Leeds,2024-05-19,4299.54,2445.44,2.16,Excellent,On Hire,56.0,49.18,2026-07-06,2027-01-02,3,1
LE-01851,Lifting Equipment,Forklift Attachments,Fork Truck Extensions,City Hire Fleet,Manchester,2024-05-13,8733.61,4938.68,2.17,Needs Assessment,On Hire,80.1,136.99,2026-07-08,2027-01-04,3,1
LE-01852,Lifting Equipment,Forklift Attachments,Fork Truck Extensions,City Hire Fleet,Bristol,2023-11-20,16787.23,7883.1,2.65,Needs Assessment,On Hire,60.3,189.91,2026-01-06,2026-07-05,3,1
LE-01853,Lifting Equipment,Forklift Attachments,Fork Truck Extensions,City Hire Fleet,Leeds,2022-07-02,6165.36,1185.78,4.04,Excellent,Available,92.4,84.17,2026-02-18,2026-08-17,3,1
LE-01854,Lifting Equipment,Forklift Attachments,Fork Truck Extensions,City Hire Fleet,London North,2023-12-23,6889.9,3360.01,2.56,Excellent,On Hire,40.5,93.08,2026-03-14,2026-09-10,3,1
LE-01855,Lifting Equipment,Forklift Attachments,Fork Truck Extensions,City Hire Fleet,London North,2024-09-23,1616.57,1031.95,1.81,Good,On Hire,55.7,16.09,2026-04-22,2026-10-19,3,1
LE-01856,Lifting Equipment,Forklift Attachments,Fork Truck Extensions,City Hire Fleet,London South,2023-07-03,4932.02,1937.68,3.04,Excellent,Auction Pending,56.4,66.01,2026-05-04,2026-10-31,3,1
LE-01857,Lifting Equipment,Forklift Attachments,Fork Truck Extensions,City Hire Fleet,Birmingham,2023-12-16,12574.66,6084.07,2.58,Good,On Hire,98,164.92,2026-03-11,2026-09-07,3,1
LE-01858,Lifting Equipment,Forklift Attachments,Fork Truck Extensions,City Hire Fleet,Leeds,2026-02-21,16461.91,15163.0,0.39,Fair,On Hire,52.9,192.54,2026-06-07,2026-12-04,3,1
LE-01859,Lifting Equipment,Forklift Attachments,Fork Truck Extensions,City Hire Fleet,London North,2024-05-13,1404.81,794.39,2.17,Excellent,On Hire,56.3,23.71,2026-02-21,2026-08-20,3,1
LE-01860,Lifting Equipment,Forklift Attachments,Fork Truck Extensions,City Hire Fleet,London South,2022-04-19,17875.63,2713.18,4.24,Fair,Workshop,72.9,316.46,2026-05-02,2026-10-29,3,1
LE-01861,Lifting Equipment,Grabs,Block Grab,City Hire Fleet,Birmingham,2022-05-15,16260.0,2699.61,4.17,Good,On Hire,74.9,271.14,2026-05-22,2026-11-18,2,1
LE-01862,Lifting Equipment,Grabs,Block Grab,City Hire Fleet,Manchester,2024-07-29,2310.75,1404.18,1.96,Excellent,Auction Pending,77.3,27.95,2026-01-02,2026-07-01,2,1
LE-01863,Lifting Equipment,Grabs,Block Grab,City Hire Fleet,London South,2024-12-03,8163.84,5529.04,1.61,Excellent,Available,42.3,96.48,2026-06-09,2026-12-06,2,1
LE-01864,Lifting Equipment,Grabs,Block Grab,City Hire Fleet,Bristol,2023-05-08,9441.84,3419.76,3.19,Excellent,Workshop,55.4,128.34,2026-04-28,2026-10-25,2,1
LE-01865,Lifting Equipment,Grabs,Block Grab,City Hire Fleet,Leeds,2023-11-09,4971.94,2304.8,2.68,Good,On Hire,65.1,72.28,2026-02-01,2026-07-31,2,1
LE-01866,Lifting Equipment,Grabs,Block Grab,City Hire Fleet,Leeds,2024-11-03,8208.23,5424.18,1.7,Excellent,On Hire,55.2,75.46,2026-01-19,2026-07-18,2,1
LE-01867,Lifting Equipment,Grabs,Block Grab,City Hire Fleet,Bristol,2024-11-25,9483.24,6381.05,1.64,Good,On Hire,81.6,100.32,2026-03-13,2026-09-09,2,1
LE-01868,Lifting Equipment,Grabs,Block Grab,City Hire Fleet,Birmingham,2022-08-11,9197.48,1970.53,3.93,Good,Available,59.5,126.49,2026-06-14,2026-12-11,2,1
LE-01869,Lifting Equipment,Grabs,Kerb & Slab Layer,City Hire Fleet,London South,2025-07-17,10971.8,8789.46,0.99,Excellent,Available,72.5,127.4,2026-04-14,2026-10-11,1,1
LE-01870,Lifting Equipment,Grabs,Kerb & Slab Layer,City Hire Fleet,Birmingham,2022-11-20,16523.36,4454.52,3.65,Good,On Hire,75.4,286.9,2026-05-01,2026-10-28,1,1
LE-01871,Lifting Equipment,Grabs,Kerb & Slab Layer,City Hire Fleet,Bristol,2023-07-29,4456.09,1814.18,2.96,Excellent,On Hire,46.5,49.74,2026-06-02,2026-11-29,1,1
LE-01872,Lifting Equipment,Grabs,Kerb & Slab Layer,City Hire Fleet,Leeds,2021-09-19,12707.45,1270.75,4.82,Good,On Hire,45.8,113.84,2026-01-20,2026-07-19,1,1
LE-01873,Lifting Equipment,Grabs,Kerb & Slab Layer,City Hire Fleet,Manchester,2023-03-16,7107.37,2367.83,3.33,Good,On Hire,67.7,122.31,2025-12-27,2026-06-25,1,1
LE-01874,Lifting Equipment,Grabs,Kerb & Slab Layer,City Hire Fleet,London South,2025-07-17,2920.62,2339.7,0.99,Fair,On Hire,69.0,39.68,2026-05-19,2026-11-15,1,1
LE-01875,Lifting Equipment,Winches,Tirfor Rope Winch,City Hire Fleet,London North,2021-10-17,17201.92,1720.19,4.75,Good,Available,75.5,295.19,2025-12-21,2026-06-19,3,1
LE-01876,Lifting Equipment,Winches,Tirfor Rope Winch,City Hire Fleet,Birmingham,2025-10-20,14956.59,12760.23,0.73,Excellent,Workshop,44.8,173.88,2026-03-14,2026-09-10,3,1
LE-01877,Lifting Equipment,Winches,Tirfor Rope Winch,City Hire Fleet,Leeds,2021-11-15,8624.56,862.46,4.67,Excellent,Auction Pending,80.0,133.2,2026-05-31,2026-11-27,3,1
LE-01878,Lifting Equipment,Winches,Tirfor Rope Winch,City Hire Fleet,Leeds,2025-10-16,4935.61,4200.0,0.75,Excellent,Workshop,61.7,45.67,2026-06-08,2026-12-05,3,1
LE-01879,Lifting Equipment,Winches,Tirfor Rope Winch,City Hire Fleet,Manchester,2025-09-22,17682.64,14814.66,0.81,Fair,On Hire,41.8,148.98,2026-07-10,2027-01-06,3,1
LE-01880,Lifting Equipment,Winches,Tirfor Rope Winch,City Hire Fleet,London North,2025-11-07,1750.92,1511.07,0.68,Good,Available,73.8,29.91,2026-02-13,2026-08-12,3,1
LE-01881,Lifting Equipment,Winches,Tirfor Rope Winch,City Hire Fleet,London South,2026-03-19,2312.96,2163.41,0.32,Good,Available,51.4,23.13,2026-02-10,2026-08-09,3,1
LE-01882,Lifting Equipment,Winches,Tirfor Rope Winch,City Hire Fleet,Leeds,2022-09-11,7105.77,1643.09,3.84,Needs Assessment,On Hire,42.6,124.27,2025-12-10,2026-06-08,3,1
LE-01883,Lifting Equipment,Winches,Tirfor Rope Winch,City Hire Fleet,Bristol,2024-07-03,7117.01,4223.41,2.03,Excellent,On Hire,78.0,115.27,2026-03-07,2026-09-03,3,1
LE-01884,Lifting Equipment,Winches,Tirfor Rope Winch,City Hire Fleet,Birmingham,2022-03-05,1434.94,182.41,4.36,Excellent,On Hire,43.7,22.3,2026-05-26,2026-11-22,3,1
LE-01885,Lifting Equipment,Winches,Tirfor Rope Winch,City Hire Fleet,Manchester,2026-06-07,17556.14,17190.59,0.1,Good,On Hire,70.9,243.92,2026-01-14,2026-07-13,3,1
LE-01886,Lifting Equipment,Winches,Tirfor Rope Winch,City Hire Fleet,Birmingham,2023-12-28,12515.23,6137.61,2.55,Needs Assessment,On Hire,68.6,153.2,2025-12-13,2026-06-11,3,1
LE-01887,Lifting Equipment,Winches,Tirfor Rope Winch,City Hire Fleet,Bristol,2023-07-28,5022.91,2042.19,2.97,Excellent,On Hire,93.7,78.47,2026-06-16,2026-12-13,3,1
AS&-01888,"Accommodation, Storage & Welfare",Welfare Units,6-8 man Welfare Unit (12ft),City Hire Fleet,Manchester,2024-11-02,7349.89,4852.94,1.7,Excellent,On Hire,89.3,79.64,2026-04-22,2026-10-19,3,1
AS&-01889,"Accommodation, Storage & Welfare",Welfare Units,6-8 man Welfare Unit (12ft),City Hire Fleet,Birmingham,2023-02-02,9229.83,2862.51,3.45,Needs Assessment,On Hire,52.7,113.34,2026-04-01,2026-09-28,3,1
AS&-01890,"Accommodation, Storage & Welfare",Welfare Units,6-8 man Welfare Unit (12ft),City Hire Fleet,Leeds,2021-08-26,2230.9,223.09,4.89,Good,Workshop,38.2,18.13,2026-03-15,2026-09-11,3,1
AS&-01891,"Accommodation, Storage & Welfare",Welfare Units,6-8 man Welfare Unit (12ft),City Hire Fleet,London North,2022-09-04,6662.31,1514.99,3.86,Excellent,Available,74.9,79.99,2026-06-23,2026-12-20,3,1
AS&-01892,"Accommodation, Storage & Welfare",Welfare Units,6-8 man Welfare Unit (12ft),City Hire Fleet,London North,2023-02-22,11764.49,3777.53,3.39,Good,Available,72.2,117.54,2026-06-01,2026-11-28,3,1
AS&-01893,"Accommodation, Storage & Welfare",Welfare Units,6-8 man Welfare Unit (12ft),City Hire Fleet,Manchester,2025-05-01,7747.09,5879.3,1.21,Excellent,Workshop,70.2,117.25,2026-01-10,2026-07-09,3,1
