date,depot,category,fleet_units,units_on_hire,units_in_workshop,units_available,utilisation_pct,workshop_pct
2025-11-25,Leeds,Lifting Equipment,41,15,7,19,36.6,17.1
2025-11-25,Leeds,"Accommodation, Storage & Welfare",25,13,5,7,52.0,20.0
2025-11-25,Leeds,Cutting & Grinding,37,18,7,12,48.6,18.9
2025-11-25,Leeds,Access,5,2,1,2,40.0,20.0
2025-11-25,Leeds,Cleaning,9,5,2,2,55.6,22.2
2025-11-25,Leeds,Sanding & Woodworking,5,3,1,1,60.0,20.0
2025-11-25,Leeds,Landscaping & Gardening,2,1,0,1,50.0,0.0
2025-11-25,Leeds,Mechanical & Electrical,4,2,1,1,50.0,25.0
2025-11-25,Leeds,Painting & Decorating,2,1,0,1,50.0,0.0
2025-11-25,Leeds,Consumables,3,2,1,0,66.7,33.3
2025-11-25,Leeds,Climate Control,3,2,1,0,66.7,33.3
2025-11-25,Leeds,"Safety, Ventilation & Extraction",1,1,0,0,100.0,0.0
2025-11-25,Leeds,Propping & Support,3,1,1,1,33.3,33.3
2025-11-25,Leeds,Lighting,1,1,0,0,100.0,0.0
2025-11-25,Leeds,Fencing & Barriers,2,1,0,1,50.0,0.0
2025-11-25,Leeds,Fixing & Fastening,1,1,0,0,100.0,0.0
2025-11-25,Leeds,Concreting & Compaction,4,2,1,1,50.0,25.0
2025-11-25,Leeds,Survey & Location,3,2,1,0,66.7,33.3
2025-11-25,Leeds,Site Equipment & Groundworks,1,1,0,0,100.0,0.0
2025-11-25,Leeds,Power & Electrics,4,2,1,1,50.0,25.0
2025-11-26,London North,Plant,11,5,2,4,45.5,18.2
2025-11-26,London North,Powered Access,17,9,3,5,52.9,17.6
2025-11-26,London North,Breakers & Drills,52,23,9,20,44.2,17.3
2025-11-26,London North,Material Handling & Logistics,40,24,7,9,60.0,17.5
2025-11-26,London North,Lifting Equipment,31,14,6,11,45.2,19.4
2025-11-26,London North,"Accommodation, Storage & Welfare",14,9,2,3,64.3,14.3
2025-11-26,London North,Cutting & Grinding,30,15,5,10,50.0,16.7
2025-11-26,London North,Access,3,1,1,1,33.3,33.3
2025-11-26,London North,Cleaning,7,3,1,3,42.9,14.3
2025-11-26,London North,Sanding & Woodworking,10,6,2,2,60.0,20.0
2025-11-26,London North,Landscaping & Gardening,2,1,0,1,50.0,0.0
2025-11-26,London North,Mechanical & Electrical,6,3,1,2,50.0,16.7
2025-11-26,London North,Painting & Decorating,1,1,0,0,100.0,0.0
2025-11-26,London North,Consumables,4,1,1,2,25.0,25.0
2025-11-26,London North,"Safety, Ventilation & Extraction",1,1,0,0,100.0,0.0
2025-11-26,London North,Propping & Support,1,0,0,1,0.0,0.0
2025-11-26,London North,Lighting,5,3,1,1,60.0,20.0
2025-11-26,London North,Fencing & Barriers,2,1,0,1,50.0,0.0
2025-11-26,London North,Fixing & Fastening,7,4,2,1,57.1,28.6
2025-11-26,London North,Concreting & Compaction,3,2,1,0,66.7,33.3
2025-11-26,London North,Fuel & Gas,1,0,0,1,0.0,0.0
2025-11-26,London North,Survey & Location,5,3,1,1,60.0,20.0
2025-11-26,London North,Site Equipment & Groundworks,4,3,1,0,75.0,25.0
2025-11-26,London North,Power & Electrics,4,3,1,0,75.0,25.0
2025-11-26,London South,Plant,11,8,2,1,72.7,18.2
2025-11-26,London South,Powered Access,12,8,2,2,66.7,16.7
2025-11-26,London South,Breakers & Drills,45,28,10,7,62.2,22.2
2025-11-26,London South,Material Handling & Logistics,37,22,7,8,59.5,18.9
2025-11-26,London South,Lifting Equipment,33,15,6,12,45.5,18.2
2025-11-26,London South,"Accommodation, Storage & Welfare",8,6,1,1,75.0,12.5
2025-11-26,London South,Cutting & Grinding,36,22,6,8,61.1,16.7
2025-11-26,London South,Access,5,4,1,0,80.0,20.0
2025-11-26,London South,Cleaning,12,7,2,3,58.3,16.7
2025-11-26,London South,Sanding & Woodworking,9,3,1,5,33.3,11.1
2025-11-26,London South,Landscaping & Gardening,3,1,0,2,33.3,0.0
2025-11-26,London South,Mechanical & Electrical,8,4,1,3,50.0,12.5
2025-11-26,London South,Painting & Decorating,3,2,1,0,66.7,33.3
2025-11-26,London South,Consumables,5,3,1,1,60.0,20.0
2025-11-26,London South,Climate Control,4,2,1,1,50.0,25.0
2025-11-26,London South,"Safety, Ventilation & Extraction",2,1,0,1,50.0,0.0
2025-11-26,London South,Propping & Support,1,0,0,1,0.0,0.0
2025-11-26,London South,Lighting,1,1,0,0,100.0,0.0
2025-11-26,London South,Fencing & Barriers,3,2,1,0,66.7,33.3
2025-11-26,London South,Fixing & Fastening,3,2,1,0,66.7,33.3
2025-11-26,London South,Concreting & Compaction,9,5,2,2,55.6,22.2
2025-11-26,London South,Fuel & Gas,2,1,0,1,50.0,0.0
2025-11-26,London South,Survey & Location,4,1,1,2,25.0,25.0
2025-11-26,London South,Site Equipment & Groundworks,5,3,1,1,60.0,20.0
2025-11-26,London South,Power & Electrics,5,2,1,2,40.0,20.0
2025-11-26,Birmingham,Plant,7,4,1,2,57.1,14.3
2025-11-26,Birmingham,Powered Access,14,7,2,5,50.0,14.3
2025-11-26,Birmingham,Breakers & Drills,53,33,11,9,62.3,20.8
2025-11-26,Birmingham,Material Handling & Logistics,23,10,5,8,43.5,21.7
2025-11-26,Birmingham,Lifting Equipment,28,14,4,10,50.0,14.3
2025-11-26,Birmingham,"Accommodation, Storage & Welfare",23,13,5,5,56.5,21.7
2025-11-26,Birmingham,Cutting & Grinding,27,13,5,9,48.1,18.5
2025-11-26,Birmingham,Access,5,2,1,2,40.0,20.0
2025-11-26,Birmingham,Cleaning,8,4,2,2,50.0,25.0
2025-11-26,Birmingham,Sanding & Woodworking,12,7,3,2,58.3,25.0
2025-11-26,Birmingham,Landscaping & Gardening,5,2,1,2,40.0,20.0
2025-11-26,Birmingham,Mechanical & Electrical,3,2,1,0,66.7,33.3
2025-11-26,Birmingham,Painting & Decorating,2,1,0,1,50.0,0.0
2025-11-26,Birmingham,Consumables,2,1,0,1,50.0,0.0
2025-11-26,Birmingham,Climate Control,3,2,0,1,66.7,0.0
2025-11-26,Birmingham,"Safety, Ventilation & Extraction",5,2,1,2,40.0,20.0
2025-11-26,Birmingham,Propping & Support,1,1,0,0,100.0,0.0
2025-11-26,Birmingham,Lighting,1,1,0,0,100.0,0.0
2025-11-26,Birmingham,Fencing & Barriers,2,1,0,1,50.0,0.0
2025-11-26,Birmingham,Fixing & Fastening,5,3,1,1,60.0,20.0
2025-11-26,Birmingham,Concreting & Compaction,3,1,1,1,33.3,33.3
2025-11-26,Birmingham,Fuel & Gas,3,2,1,0,66.7,33.3
2025-11-26,Birmingham,Survey & Location,4,1,1,2,25.0,25.0
2025-11-26,Birmingham,Site Equipment & Groundworks,5,2,1,2,40.0,20.0
2025-11-26,Birmingham,Power & Electrics,4,2,1,1,50.0,25.0
2025-11-26,Manchester,Plant,12,3,2,7,25.0,16.7
2025-11-26,Manchester,Powered Access,22,7,4,11,31.8,18.2
2025-11-26,Manchester,Breakers & Drills,43,18,8,17,41.9,18.6
2025-11-26,Manchester,Material Handling & Logistics,35,11,7,17,31.4,20.0
2025-11-26,Manchester,Lifting Equipment,30,16,6,8,53.3,20.0
2025-11-26,Manchester,"Accommodation, Storage & Welfare",21,10,4,7,47.6,19.0
2025-11-26,Manchester,Cutting & Grinding,36,22,7,7,61.1,19.4
2025-11-26,Manchester,Access,1,0,0,1,0.0,0.0
2025-11-26,Manchester,Cleaning,7,5,1,1,71.4,14.3
2025-11-26,Manchester,Sanding & Woodworking,4,3,1,0,75.0,25.0
2025-11-26,Manchester,Landscaping & Gardening,3,1,0,2,33.3,0.0
2025-11-26,Manchester,Mechanical & Electrical,3,2,1,0,66.7,33.3
2025-11-26,Manchester,Painting & Decorating,2,1,0,1,50.0,0.0
2025-11-26,Manchester,Consumables,6,2,1,3,33.3,16.7
2025-11-26,Manchester,Climate Control,3,2,1,0,66.7,33.3
2025-11-26,Manchester,"Safety, Ventilation & Extraction",6,4,1,1,66.7,16.7
2025-11-26,Manchester,Propping & Support,7,6,1,0,85.7,14.3
2025-11-26,Manchester,Lighting,2,1,0,1,50.0,0.0
2025-11-26,Manchester,Fencing & Barriers,2,1,0,1,50.0,0.0
2025-11-26,Manchester,Fixing & Fastening,3,2,1,0,66.7,33.3
2025-11-26,Manchester,Concreting & Compaction,9,6,2,1,66.7,22.2
2025-11-26,Manchester,Fuel & Gas,2,1,0,1,50.0,0.0
2025-11-26,Manchester,Survey & Location,2,1,0,1,50.0,0.0
2025-11-26,Manchester,Site Equipment & Groundworks,3,1,1,1,33.3,33.3
2025-11-26,Manchester,Power & Electrics,9,5,2,2,55.6,22.2
2025-11-26,Bristol,Plant,16,8,3,5,50.0,18.8
2025-11-26,Bristol,Powered Access,16,7,3,6,43.8,18.8
2025-11-26,Bristol,Breakers & Drills,51,25,9,17,49.0,17.6
2025-11-26,Bristol,Material Handling & Logistics,45,27,8,10,60.0,17.8
2025-11-26,Bristol,Lifting Equipment,29,14,6,9,48.3,20.7
2025-11-26,Bristol,"Accommodation, Storage & Welfare",13,5,2,6,38.5,15.4
2025-11-26,Bristol,Cutting & Grinding,25,12,4,9,48.0,16.0
2025-11-26,Bristol,Access,5,2,1,2,40.0,20.0
2025-11-26,Bristol,Cleaning,3,2,1,0,66.7,33.3
2025-11-26,Bristol,Sanding & Woodworking,6,4,1,1,66.7,16.7
2025-11-26,Bristol,Landscaping & Gardening,9,4,2,3,44.4,22.2
2025-11-26,Bristol,Mechanical & Electrical,6,3,1,2,50.0,16.7
2025-11-26,Bristol,Painting & Decorating,1,1,0,0,100.0,0.0
2025-11-26,Bristol,Consumables,2,1,0,1,50.0,0.0
2025-11-26,Bristol,"Safety, Ventilation & Extraction",4,2,1,1,50.0,25.0
2025-11-26,Bristol,Propping & Support,5,3,1,1,60.0,20.0
2025-11-26,Bristol,Lighting,3,2,1,0,66.7,33.3
2025-11-26,Bristol,Fencing & Barriers,3,2,1,0,66.7,33.3
2025-11-26,Bristol,Fixing & Fastening,6,4,1,1,66.7,16.7
2025-11-26,Bristol,Concreting & Compaction,5,3,1,1,60.0,20.0
2025-11-26,Bristol,Fuel & Gas,3,2,1,0,66.7,33.3
2025-11-26,Bristol,Survey & Location,8,4,2,2,50.0,25.0
2025-11-26,Bristol,Site Equipment & Groundworks,6,4,1,1,66.7,16.7
2025-11-26,Bristol,Power & Electrics,5,2,1,2,40.0,20.0
2025-11-26,Leeds,Plant,13,6,3,4,46.2,23.1
2025-11-26,Leeds,Powered Access,22,14,5,3,63.6,22.7
2025-11-26,Leeds,Breakers & Drills,42,30,7,5,71.4,16.7
2025-11-26,Leeds,Material Handling & Logistics,56,32,12,12,57.1,21.4
2025-11-26,Leeds,Lifting Equipment,41,20,8,13,48.8,19.5
2025-11-26,Leeds,"Accommodation, Storage & Welfare",25,14,4,7,56.0,16.0
2025-11-26,Leeds,Cutting & Grinding,37,24,7,6,64.9,18.9
2025-11-26,Leeds,Access,5,3,1,1,60.0,20.0
2025-11-26,Leeds,Cleaning,9,5,2,2,55.6,22.2
2025-11-26,Leeds,Sanding & Woodworking,5,2,1,2,40.0,20.0
2025-11-26,Leeds,Landscaping & Gardening,2,1,0,1,50.0,0.0
2025-11-26,Leeds,Mechanical & Electrical,4,2,1,1,50.0,25.0
2025-11-26,Leeds,Painting & Decorating,2,1,0,1,50.0,0.0
2025-11-26,Leeds,Consumables,3,1,1,1,33.3,33.3
2025-11-26,Leeds,Climate Control,3,2,0,1,66.7,0.0
2025-11-26,Leeds,"Safety, Ventilation & Extraction",1,0,0,1,0.0,0.0
2025-11-26,Leeds,Propping & Support,3,2,1,0,66.7,33.3
2025-11-26,Leeds,Lighting,1,0,0,1,0.0,0.0
2025-11-26,Leeds,Fencing & Barriers,2,1,0,1,50.0,0.0
2025-11-26,Leeds,Fixing & Fastening,1,0,0,1,0.0,0.0
2025-11-26,Leeds,Concreting & Compaction,4,2,1,1,50.0,25.0
2025-11-26,Leeds,Survey & Location,3,2,1,0,66.7,33.3
2025-11-26,Leeds,Site Equipment & Groundworks,1,0,0,1,0.0,0.0
2025-11-26,Leeds,Power & Electrics,4,2,1,1,50.0,25.0
2025-11-27,London North,Plant,11,5,2,4,45.5,18.2
2025-11-27,London North,Powered Access,17,8,3,6,47.1,17.6
2025-11-27,London North,Breakers & Drills,52,22,11,19,42.3,21.2
2025-11-27,London North,Material Handling & Logistics,40,15,8,17,37.5,20.0
2025-11-27,London North,Lifting Equipment,31,17,6,8,54.8,19.4
2025-11-27,London North,"Accommodation, Storage & Welfare",14,7,3,4,50.0,21.4
2025-11-27,London North,Cutting & Grinding,30,15,5,10,50.0,16.7
2025-11-27,London North,Access,3,2,1,0,66.7,33.3
2025-11-27,London North,Cleaning,7,4,1,2,57.1,14.3
2025-11-27,London North,Sanding & Woodworking,10,6,2,2,60.0,20.0
2025-11-27,London North,Landscaping & Gardening,2,1,0,1,50.0,0.0
2025-11-27,London North,Mechanical & Electrical,6,4,1,1,66.7,16.7
2025-11-27,London North,Painting & Decorating,1,1,0,0,100.0,0.0
2025-11-27,London North,Consumables,4,2,1,1,50.0,25.0
2025-11-27,London North,"Safety, Ventilation & Extraction",1,1,0,0,100.0,0.0
2025-11-27,London North,Propping & Support,1,0,0,1,0.0,0.0
2025-11-27,London North,Lighting,5,3,1,1,60.0,20.0
2025-11-27,London North,Fencing & Barriers,2,1,0,1,50.0,0.0
2025-11-27,London North,Fixing & Fastening,7,3,1,3,42.9,14.3
2025-11-27,London North,Concreting & Compaction,3,1,1,1,33.3,33.3
2025-11-27,London North,Fuel & Gas,1,0,0,1,0.0,0.0
2025-11-27,London North,Survey & Location,5,3,1,1,60.0,20.0
2025-11-27,London North,Site Equipment & Groundworks,4,2,1,1,50.0,25.0
2025-11-27,London North,Power & Electrics,4,2,1,1,50.0,25.0
2025-11-27,London South,Plant,11,5,2,4,45.5,18.2
2025-11-27,London South,Powered Access,12,8,2,2,66.7,16.7
2025-11-27,London South,Breakers & Drills,45,24,7,14,53.3,15.6
2025-11-27,London South,Material Handling & Logistics,37,24,8,5,64.9,21.6
2025-11-27,London South,Lifting Equipment,33,21,6,6,63.6,18.2
2025-11-27,London South,"Accommodation, Storage & Welfare",8,5,2,1,62.5,25.0
2025-11-27,London South,Cutting & Grinding,36,23,7,6,63.9,19.4
2025-11-27,London South,Access,5,3,1,1,60.0,20.0
2025-11-27,London South,Cleaning,12,7,2,3,58.3,16.7
2025-11-27,London South,Sanding & Woodworking,9,4,2,3,44.4,22.2
2025-11-27,London South,Landscaping & Gardening,3,1,0,2,33.3,0.0
2025-11-27,London South,Mechanical & Electrical,8,4,2,2,50.0,25.0
2025-11-27,London South,Painting & Decorating,3,2,1,0,66.7,33.3
2025-11-27,London South,Consumables,5,3,1,1,60.0,20.0
2025-11-27,London South,Climate Control,4,3,1,0,75.0,25.0
2025-11-27,London South,"Safety, Ventilation & Extraction",2,1,0,1,50.0,0.0
2025-11-27,London South,Propping & Support,1,1,0,0,100.0,0.0
2025-11-27,London South,Lighting,1,0,0,1,0.0,0.0
2025-11-27,London South,Fencing & Barriers,3,2,1,0,66.7,33.3
2025-11-27,London South,Fixing & Fastening,3,2,1,0,66.7,33.3
2025-11-27,London South,Concreting & Compaction,9,4,1,4,44.4,11.1
2025-11-27,London South,Fuel & Gas,2,1,0,1,50.0,0.0
2025-11-27,London South,Survey & Location,4,2,1,1,50.0,25.0
2025-11-27,London South,Site Equipment & Groundworks,5,2,1,2,40.0,20.0
2025-11-27,London South,Power & Electrics,5,2,1,2,40.0,20.0
2025-11-27,Birmingham,Plant,7,4,1,2,57.1,14.3
2025-11-27,Birmingham,Powered Access,14,8,3,3,57.1,21.4
2025-11-27,Birmingham,Breakers & Drills,53,28,9,16,52.8,17.0
2025-11-27,Birmingham,Material Handling & Logistics,23,11,4,8,47.8,17.4
2025-11-27,Birmingham,Lifting Equipment,28,15,5,8,53.6,17.9
2025-11-27,Birmingham,"Accommodation, Storage & Welfare",23,13,5,5,56.5,21.7
2025-11-27,Birmingham,Cutting & Grinding,27,15,5,7,55.6,18.5
2025-11-27,Birmingham,Access,5,2,1,2,40.0,20.0
2025-11-27,Birmingham,Cleaning,8,5,2,1,62.5,25.0
2025-11-27,Birmingham,Sanding & Woodworking,12,7,2,3,58.3,16.7
2025-11-27,Birmingham,Landscaping & Gardening,5,3,1,1,60.0,20.0
2025-11-27,Birmingham,Mechanical & Electrical,3,2,1,0,66.7,33.3
2025-11-27,Birmingham,Painting & Decorating,2,1,0,1,50.0,0.0
2025-11-27,Birmingham,Consumables,2,1,0,1,50.0,0.0
2025-11-27,Birmingham,Climate Control,3,1,1,1,33.3,33.3
2025-11-27,Birmingham,"Safety, Ventilation & Extraction",5,3,1,1,60.0,20.0
2025-11-27,Birmingham,Propping & Support,1,1,0,0,100.0,0.0
2025-11-27,Birmingham,Lighting,1,1,0,0,100.0,0.0
2025-11-27,Birmingham,Fencing & Barriers,2,1,0,1,50.0,0.0
2025-11-27,Birmingham,Fixing & Fastening,5,3,1,1,60.0,20.0
2025-11-27,Birmingham,Concreting & Compaction,3,1,1,1,33.3,33.3
2025-11-27,Birmingham,Fuel & Gas,3,2,1,0,66.7,33.3
2025-11-27,Birmingham,Survey & Location,4,2,1,1,50.0,25.0
2025-11-27,Birmingham,Site Equipment & Groundworks,5,2,1,2,40.0,20.0
2025-11-27,Birmingham,Power & Electrics,4,2,1,1,50.0,25.0
2025-11-27,Manchester,Plant,12,6,2,4,50.0,16.7
2025-11-27,Manchester,Powered Access,22,11,4,7,50.0,18.2
2025-11-27,Manchester,Breakers & Drills,43,26,8,9,60.5,18.6
2025-11-27,Manchester,Material Handling & Logistics,35,17,7,11,48.6,20.0
2025-11-27,Manchester,Lifting Equipment,30,13,5,12,43.3,16.7
2025-11-27,Manchester,"Accommodation, Storage & Welfare",21,9,5,7,42.9,23.8
2025-11-27,Manchester,Cutting & Grinding,36,19,8,9,52.8,22.2
2025-11-27,Manchester,Access,1,1,0,0,100.0,0.0
2025-11-27,Manchester,Cleaning,7,3,1,3,42.9,14.3
2025-11-27,Manchester,Sanding & Woodworking,4,2,1,1,50.0,25.0
2025-11-27,Manchester,Landscaping & Gardening,3,1,1,1,33.3,33.3
2025-11-27,Manchester,Mechanical & Electrical,3,2,1,0,66.7,33.3
2025-11-27,Manchester,Painting & Decorating,2,1,0,1,50.0,0.0
2025-11-27,Manchester,Consumables,6,3,1,2,50.0,16.7
2025-11-27,Manchester,Climate Control,3,2,0,1,66.7,0.0
2025-11-27,Manchester,"Safety, Ventilation & Extraction",6,3,1,2,50.0,16.7
2025-11-27,Manchester,Propping & Support,7,4,1,2,57.1,14.3
2025-11-27,Manchester,Lighting,2,1,0,1,50.0,0.0
2025-11-27,Manchester,Fencing & Barriers,2,1,0,1,50.0,0.0
2025-11-27,Manchester,Fixing & Fastening,3,1,1,1,33.3,33.3
2025-11-27,Manchester,Concreting & Compaction,9,5,1,3,55.6,11.1
2025-11-27,Manchester,Fuel & Gas,2,1,0,1,50.0,0.0
2025-11-27,Manchester,Survey & Location,2,1,0,1,50.0,0.0
2025-11-27,Manchester,Site Equipment & Groundworks,3,1,1,1,33.3,33.3
2025-11-27,Manchester,Power & Electrics,9,6,2,1,66.7,22.2
2025-11-27,Bristol,Plant,16,8,3,5,50.0,18.8
2025-11-27,Bristol,Powered Access,16,6,3,7,37.5,18.8
2025-11-27,Bristol,Breakers & Drills,51,28,10,13,54.9,19.6
2025-11-27,Bristol,Material Handling & Logistics,45,22,8,15,48.9,17.8
2025-11-27,Bristol,Lifting Equipment,29,16,5,8,55.2,17.2
2025-11-27,Bristol,"Accommodation, Storage & Welfare",13,8,2,3,61.5,15.4
2025-11-27,Bristol,Cutting & Grinding,25,12,5,8,48.0,20.0
2025-11-27,Bristol,Access,5,4,1,0,80.0,20.0
2025-11-27,Bristol,Cleaning,3,2,1,0,66.7,33.3
2025-11-27,Bristol,Sanding & Woodworking,6,3,1,2,50.0,16.7
2025-11-27,Bristol,Landscaping & Gardening,9,4,2,3,44.4,22.2
2025-11-27,Bristol,Mechanical & Electrical,6,3,1,2,50.0,16.7
2025-11-27,Bristol,Painting & Decorating,1,1,0,0,100.0,0.0
2025-11-27,Bristol,Consumables,2,1,0,1,50.0,0.0
2025-11-27,Bristol,"Safety, Ventilation & Extraction",4,2,1,1,50.0,25.0
2025-11-27,Bristol,Propping & Support,5,3,1,1,60.0,20.0
2025-11-27,Bristol,Lighting,3,1,0,2,33.3,0.0
2025-11-27,Bristol,Fencing & Barriers,3,2,1,0,66.7,33.3
2025-11-27,Bristol,Fixing & Fastening,6,3,1,2,50.0,16.7
2025-11-27,Bristol,Concreting & Compaction,5,3,1,1,60.0,20.0
2025-11-27,Bristol,Fuel & Gas,3,2,1,0,66.7,33.3
2025-11-27,Bristol,Survey & Location,8,5,2,1,62.5,25.0
2025-11-27,Bristol,Site Equipment & Groundworks,6,4,1,1,66.7,16.7
2025-11-27,Bristol,Power & Electrics,5,3,1,1,60.0,20.0
2025-11-27,Leeds,Plant,13,7,2,4,53.8,15.4
2025-11-27,Leeds,Powered Access,22,10,4,8,45.5,18.2
2025-11-27,Leeds,Breakers & Drills,42,28,8,6,66.7,19.0
2025-11-27,Leeds,Material Handling & Logistics,56,28,9,19,50.0,16.1
2025-11-27,Leeds,Lifting Equipment,41,16,8,17,39.0,19.5
2025-11-27,Leeds,"Accommodation, Storage & Welfare",25,13,5,7,52.0,20.0
2025-11-27,Leeds,Cutting & Grinding,37,14,6,17,37.8,16.2
2025-11-27,Leeds,Access,5,3,1,1,60.0,20.0
2025-11-27,Leeds,Cleaning,9,6,2,1,66.7,22.2
2025-11-27,Leeds,Sanding & Woodworking,5,3,1,1,60.0,20.0
2025-11-27,Leeds,Landscaping & Gardening,2,1,0,1,50.0,0.0
2025-11-27,Leeds,Mechanical & Electrical,4,2,1,1,50.0,25.0
2025-11-27,Leeds,Painting & Decorating,2,1,0,1,50.0,0.0
2025-11-27,Leeds,Consumables,3,1,1,1,33.3,33.3
2025-11-27,Leeds,Climate Control,3,2,1,0,66.7,33.3
2025-11-27,Leeds,"Safety, Ventilation & Extraction",1,1,0,0,100.0,0.0
2025-11-27,Leeds,Propping & Support,3,2,1,0,66.7,33.3
2025-11-27,Leeds,Lighting,1,1,0,0,100.0,0.0
2025-11-27,Leeds,Fencing & Barriers,2,1,0,1,50.0,0.0
2025-11-27,Leeds,Fixing & Fastening,1,1,0,0,100.0,0.0
2025-11-27,Leeds,Concreting & Compaction,4,3,1,0,75.0,25.0
2025-11-27,Leeds,Survey & Location,3,2,1,0,66.7,33.3
2025-11-27,Leeds,Site Equipment & Groundworks,1,1,0,0,100.0,0.0
2025-11-27,Leeds,Power & Electrics,4,2,1,1,50.0,25.0
2025-11-28,London North,Plant,11,6,2,3,54.5,18.2
2025-11-28,London North,Powered Access,17,7,3,7,41.2,17.6
2025-11-28,London North,Breakers & Drills,52,34,10,8,65.4,19.2
2025-11-28,London North,Material Handling & Logistics,40,18,7,15,45.0,17.5
2025-11-28,London North,Lifting Equipment,31,20,6,5,64.5,19.4
2025-11-28,London North,"Accommodation, Storage & Welfare",14,7,2,5,50.0,14.3
2025-11-28,London North,Cutting & Grinding,30,18,6,6,60.0,20.0
2025-11-28,London North,Access,3,2,0,1,66.7,0.0
2025-11-28,London North,Cleaning,7,3,1,3,42.9,14.3
2025-11-28,London North,Sanding & Woodworking,10,5,2,3,50.0,20.0
2025-11-28,London North,Landscaping & Gardening,2,1,0,1,50.0,0.0
2025-11-28,London North,Mechanical & Electrical,6,3,1,2,50.0,16.7
2025-11-28,London North,Painting & Decorating,1,1,0,0,100.0,0.0
2025-11-28,London North,Consumables,4,3,1,0,75.0,25.0
2025-11-28,London North,"Safety, Ventilation & Extraction",1,1,0,0,100.0,0.0
2025-11-28,London North,Propping & Support,1,0,0,1,0.0,0.0
2025-11-28,London North,Lighting,5,3,1,1,60.0,20.0
2025-11-28,London North,Fencing & Barriers,2,1,0,1,50.0,0.0
2025-11-28,London North,Fixing & Fastening,7,4,1,2,57.1,14.3
2025-11-28,London North,Concreting & Compaction,3,1,1,1,33.3,33.3
2025-11-28,London North,Fuel & Gas,1,1,0,0,100.0,0.0
2025-11-28,London North,Survey & Location,5,3,1,1,60.0,20.0
2025-11-28,London North,Site Equipment & Groundworks,4,2,1,1,50.0,25.0
2025-11-28,London North,Power & Electrics,4,2,1,1,50.0,25.0
2025-11-28,London South,Plant,11,5,2,4,45.5,18.2
2025-11-28,London South,Powered Access,12,6,2,4,50.0,16.7
2025-11-28,London South,Breakers & Drills,45,29,8,8,64.4,17.8
2025-11-28,London South,Material Handling & Logistics,37,17,7,13,45.9,18.9
2025-11-28,London South,Lifting Equipment,33,22,6,5,66.7,18.2
2025-11-28,London South,"Accommodation, Storage & Welfare",8,4,1,3,50.0,12.5
2025-11-28,London South,Cutting & Grinding,36,18,7,11,50.0,19.4
2025-11-28,London South,Access,5,3,1,1,60.0,20.0
2025-11-28,London South,Cleaning,12,5,2,5,41.7,16.7
2025-11-28,London South,Sanding & Woodworking,9,4,2,3,44.4,22.2
2025-11-28,London South,Landscaping & Gardening,3,2,1,0,66.7,33.3
2025-11-28,London South,Mechanical & Electrical,8,6,2,0,75.0,25.0
2025-11-28,London South,Painting & Decorating,3,1,1,1,33.3,33.3
2025-11-28,London South,Consumables,5,3,1,1,60.0,20.0
2025-11-28,London South,Climate Control,4,2,1,1,50.0,25.0
2025-11-28,London South,"Safety, Ventilation & Extraction",2,1,0,1,50.0,0.0
2025-11-28,London South,Propping & Support,1,1,0,0,100.0,0.0
2025-11-28,London South,Lighting,1,0,0,1,0.0,0.0
2025-11-28,London South,Fencing & Barriers,3,1,0,2,33.3,0.0
2025-11-28,London South,Fixing & Fastening,3,2,1,0,66.7,33.3
2025-11-28,London South,Concreting & Compaction,9,3,2,4,33.3,22.2
2025-11-28,London South,Fuel & Gas,2,1,0,1,50.0,0.0
2025-11-28,London South,Survey & Location,4,3,1,0,75.0,25.0
2025-11-28,London South,Site Equipment & Groundworks,5,2,1,2,40.0,20.0
2025-11-28,London South,Power & Electrics,5,2,1,2,40.0,20.0
2025-11-28,Birmingham,Plant,7,4,1,2,57.1,14.3
2025-11-28,Birmingham,Powered Access,14,7,3,4,50.0,21.4
2025-11-28,Birmingham,Breakers & Drills,53,39,11,3,73.6,20.8
2025-11-28,Birmingham,Material Handling & Logistics,23,9,5,9,39.1,21.7
2025-11-28,Birmingham,Lifting Equipment,28,16,4,8,57.1,14.3
2025-11-28,Birmingham,"Accommodation, Storage & Welfare",23,11,5,7,47.8,21.7
2025-11-28,Birmingham,Cutting & Grinding,27,16,5,6,59.3,18.5
2025-11-28,Birmingham,Access,5,3,1,1,60.0,20.0
2025-11-28,Birmingham,Cleaning,8,4,2,2,50.0,25.0
2025-11-28,Birmingham,Sanding & Woodworking,12,9,3,0,75.0,25.0
2025-11-28,Birmingham,Landscaping & Gardening,5,3,1,1,60.0,20.0
2025-11-28,Birmingham,Mechanical & Electrical,3,2,1,0,66.7,33.3
2025-11-28,Birmingham,Painting & Decorating,2,1,0,1,50.0,0.0
2025-11-28,Birmingham,Consumables,2,1,0,1,50.0,0.0
2025-11-28,Birmingham,Climate Control,3,1,0,2,33.3,0.0
2025-11-28,Birmingham,"Safety, Ventilation & Extraction",5,2,1,2,40.0,20.0
2025-11-28,Birmingham,Propping & Support,1,1,0,0,100.0,0.0
2025-11-28,Birmingham,Lighting,1,1,0,0,100.0,0.0
2025-11-28,Birmingham,Fencing & Barriers,2,1,0,1,50.0,0.0
2025-11-28,Birmingham,Fixing & Fastening,5,3,1,1,60.0,20.0
